0.00,0.00,255,255,255
1.00,0.00,255,255,255
2.00,0.00,255,255,255
3.00,0.00,255,255,255
4.00,0.00,255,255,255
5.00,0.00,255,255,255
6.00,0.00,255,255,255
7.00,0.00,255,255,255
8.00,0.00,255,255,255
9.00,0.00,255,255,255
10.00,0.00,255,255,255
11.00,0.00,255,255,255
12.00,0.00,255,255,255
13.00,0.00,255,255,255
14.00,0.00,255,255,255
15.00,0.00,255,255,255
16.00,0.00,255,255,255
17.00,0.00,255,255,255
18.00,0.00,255,255,255
19.00,0.00,255,255,255
20.00,0.00,255,255,255
21.00,0.00,255,255,255
22.00,0.00,255,255,255
23.00,0.00,255,255,255
24.00,0.00,255,255,255
25.00,0.00,255,255,255
26.00,0.00,255,255,255
27.00,0.00,255,255,255
28.00,0.00,255,255,255
29.00,0.00,255,255,255
30.00,0.00,255,255,255
31.00,0.00,255,255,255
32.00,0.00,255,255,255
33.00,0.00,255,255,255
34.00,0.00,255,255,255
35.00,0.00,255,255,255
36.00,0.00,255,255,255
37.00,0.00,255,255,255
38.00,0.00,255,255,255
39.00,0.00,255,255,255
40.00,0.00,255,255,255
41.00,0.00,255,255,255
42.00,0.00,255,255,255
43.00,0.00,255,255,255
44.00,0.00,255,255,255
45.00,0.00,255,255,255
46.00,0.00,255,255,255
47.00,0.00,255,255,255
48.00,0.00,255,255,255
49.00,0.00,255,255,255
50.00,0.00,255,255,255
51.00,0.00,255,255,255
52.00,0.00,255,255,255
53.00,0.00,255,255,255
54.00,0.00,255,255,255
55.00,0.00,255,255,255
56.00,0.00,255,255,255
57.00,0.00,255,255,255
58.00,0.00,255,255,255
59.00,0.00,255,255,255
60.00,0.00,255,255,255
61.00,0.00,255,255,255
62.00,0.00,255,255,255
63.00,0.00,255,255,255
1.00,90.00,255,255,255
1.41,45.00,255,190,190
2.24,26.57,255,175,175
3.16,18.43,255,160,160
4.12,14.04,255,143,143
5.10,11.31,255,127,126
6.08,9.46,255,110,109
7.07,8.13,255,96,92
8.06,7.13,255,83,76
9.06,6.34,255,72,61
10.05,5.71,255,65,47
11.05,5.19,255,62,36
12.04,4.76,255,62,26
13.04,4.40,255,65,18
14.04,4.09,255,72,12
15.03,3.81,255,82,7
16.03,3.58,255,96,3
17.03,3.37,255,111,1
18.03,3.18,254,128,0
19.03,3.01,252,145,0
20.02,2.86,248,162,0
21.02,2.73,243,179,0
22.02,2.60,237,194,0
23.02,2.49,229,208,0
24.02,2.39,219,219,0
25.02,2.29,208,229,0
26.02,2.20,194,237,0
27.02,2.12,179,243,0
28.02,2.05,163,248,0
29.02,1.97,146,252,0
30.02,1.91,128,254,1
31.02,1.85,110,255,3
32.02,1.79,93,255,7
33.02,1.74,76,255,12
34.01,1.68,61,255,18
35.01,1.64,47,255,26
36.01,1.59,36,255,36
37.01,1.55,26,255,47
38.01,1.51,18,255,61
39.01,1.47,12,255,76
40.01,1.43,7,255,92
41.01,1.40,3,255,109
42.01,1.36,1,254,127
43.01,1.33,0,252,145
44.01,1.30,0,248,162
45.01,1.27,0,243,179
46.01,1.25,0,237,194
47.01,1.22,0,229,208
48.01,1.19,0,219,219
49.01,1.17,0,208,229
50.01,1.15,0,194,237
51.01,1.12,0,179,243
52.01,1.10,0,163,248
53.01,1.08,0,146,252
54.01,1.06,1,128,254
55.01,1.04,3,110,255
56.01,1.02,6,93,255
57.01,1.01,10,76,255
58.01,0.99,13,61,255
59.01,0.97,17,47,255
60.01,0.95,22,36,255
61.01,0.94,26,26,255
62.01,0.92,31,18,255
63.01,0.91,255,255,255
2.00,90.00,255,255,255
2.24,63.43,255,188,188
2.83,45.00,255,174,174
3.61,33.69,255,158,158
4.47,26.57,255,142,142
5.39,21.80,255,125,125
6.32,18.43,255,109,108
7.28,15.95,255,95,91
8.25,14.04,255,82,75
9.22,12.53,255,72,60
10.20,11.31,255,65,47
11.18,10.30,255,62,35
12.17,9.46,255,62,25
13.15,8.75,255,66,17
14.14,8.13,255,73,11
15.13,7.59,255,83,6
16.12,7.13,255,96,3
17.12,6.71,255,112,1
18.11,6.34,253,129,0
19.10,6.01,251,146,0
20.10,5.71,248,164,0
21.10,5.44,243,180,0
22.09,5.19,236,195,0
23.09,4.97,228,208,0
24.08,4.76,218,220,0
25.08,4.57,207,230,0
26.08,4.40,193,238,0
27.07,4.24,178,244,0
28.07,4.09,162,249,0
29.07,3.95,144,252,0
30.07,3.81,127,254,2
31.06,3.69,109,255,4
32.06,3.58,91,255,7
33.06,3.47,75,255,12
34.06,3.37,60,255,19
35.06,3.27,47,255,27
36.06,3.18,35,255,37
37.05,3.09,25,255,48
38.05,3.01,17,255,62
39.05,2.94,11,255,77
40.05,2.86,6,255,93
41.05,2.79,3,255,111
42.05,2.73,1,253,128
43.05,2.66,0,251,146
44.05,2.60,0,248,164
45.04,2.54,0,243,180
46.04,2.49,0,236,195
47.04,2.44,0,228,208
48.04,2.39,0,218,220
49.04,2.34,0,207,230
50.04,2.29,0,193,238
51.04,2.25,0,178,244
52.04,2.20,0,162,249
53.04,2.16,0,144,252
54.04,2.12,2,127,254
55.04,2.08,4,109,255
56.04,2.05,7,91,255
57.04,2.01,10,75,255
58.03,1.97,14,60,255
59.03,1.94,18,47,255
60.03,1.91,22,35,255
61.03,1.88,27,25,255
62.03,1.85,32,17,255
63.03,1.82,255,255,255
3.00,90.00,255,255,255
3.16,71.57,255,186,186
3.61,56.31,255,172,172
4.24,45.00,255,157,157
5.00,36.87,255,140,140
5.83,30.96,255,124,123
6.71,26.57,255,108,106
7.62,23.20,255,94,90
8.54,20.56,255,81,74
9.49,18.43,255,71,59
10.44,16.70,255,65,46
11.40,15.26,255,62,34
12.37,14.04,255,62,25
13.34,12.99,255,66,17
14.32,12.09,255,73,11
15.30,11.31,255,84,6
16.28,10.62,255,97,3
17.26,10.01,254,113,1
18.25,9.46,253,130,0
19.24,8.97,251,147,0
20.22,8.53,247,165,0
21.21,8.13,242,181,0
22.20,7.77,236,196,0
23.19,7.43,228,209,0
24.19,7.13,218,221,0
25.18,6.84,206,230,0
26.17,6.58,192,238,0
27.17,6.34,177,244,0
28.16,6.12,161,249,0
29.15,5.91,143,252,1
30.15,5.71,125,254,2
31.14,5.53,108,255,4
32.14,5.36,90,255,8
33.14,5.19,74,255,13
34.13,5.04,59,255,19
35.13,4.90,46,255,27
36.12,4.76,34,255,37
37.12,4.64,25,255,49
38.12,4.51,17,255,63
39.12,4.40,11,255,78
40.11,4.29,6,255,94
41.11,4.18,3,254,112
42.11,4.09,1,253,130
43.10,3.99,0,251,147
44.10,3.90,0,247,165
45.10,3.81,0,242,181
46.10,3.73,0,236,196
47.10,3.65,0,228,209
48.09,3.58,0,218,221
49.09,3.50,0,206,230
50.09,3.43,0,192,238
51.09,3.37,0,177,244
52.09,3.30,0,161,249
53.08,3.24,1,143,252
54.08,3.18,2,125,254
55.08,3.12,4,108,255
56.08,3.07,7,90,255
57.08,3.01,11,74,255
58.08,2.96,15,59,255
59.08,2.91,19,46,255
60.07,2.86,23,34,255
61.07,2.82,28,25,255
62.07,2.77,33,17,255
63.07,2.73,255,255,255
4.00,90.00,255,255,255
4.12,75.96,255,185,185
4.47,63.43,255,170,170
5.00,53.13,255,155,155
5.66,45.00,255,139,139
6.40,38.66,255,123,122
7.21,33.69,255,107,105
8.06,29.74,255,93,89
8.94,26.57,255,81,73
9.85,23.96,255,71,58
10.77,21.80,255,64,45
11.70,19.98,255,61,33
12.65,18.43,255,62,24
13.60,17.10,255,66,16
14.56,15.95,255,74,10
15.52,14.93,255,85,6
16.49,14.04,255,98,3
17.46,13.24,254,114,1
18.44,12.53,253,131,0
19.42,11.89,251,149,0
20.40,11.31,247,166,0
21.38,10.78,242,182,0
22.36,10.30,235,197,0
23.35,9.87,227,210,0
24.33,9.46,217,222,0
25.32,9.09,205,231,0
26.31,8.75,191,239,0
27.29,8.43,176,245,0
28.28,8.13,159,249,0
29.27,7.85,142,252,1
30.27,7.59,124,254,2
31.26,7.35,106,255,4
32.25,7.13,89,255,8
33.24,6.91,73,255,13
34.23,6.71,58,255,20
35.23,6.52,45,255,28
36.22,6.34,33,255,38
37.22,6.17,24,255,50
38.21,6.01,16,255,64
39.20,5.86,10,255,79
40.20,5.71,6,255,96
41.19,5.57,3,254,113
42.19,5.44,1,253,131
43.19,5.31,0,251,149
44.18,5.19,0,247,166
45.18,5.08,0,242,182
46.17,4.97,0,235,197
47.17,4.86,0,227,210
48.17,4.76,0,217,222
49.16,4.67,0,205,231
50.16,4.57,0,191,239
51.16,4.48,0,176,245
52.15,4.40,0,159,249
53.15,4.32,1,142,252
54.15,4.24,2,124,254
55.15,4.16,4,106,255
56.14,4.09,7,89,255
57.14,4.01,11,73,255
58.14,3.95,15,58,255
59.14,3.88,19,45,255
60.13,3.81,24,33,255
61.13,3.75,29,24,255
62.13,3.69,34,16,255
63.13,3.63,255,255,255
5.00,90.00,255,255,255
5.10,78.69,255,183,183
5.39,68.20,255,169,169
5.83,59.04,255,153,153
6.40,51.34,255,137,137
7.07,45.00,255,121,121
7.81,39.81,255,106,104
8.60,35.54,255,92,87
9.43,32.01,255,80,72
10.30,29.05,255,70,57
11.18,26.57,255,64,44
12.08,24.44,255,61,33
13.00,22.62,255,62,23
13.93,21.04,255,66,16
14.87,19.65,255,74,10
15.81,18.43,255,85,5
16.76,17.35,255,99,2
17.72,16.39,254,115,1
18.68,15.52,253,132,0
19.65,14.74,251,150,0
20.62,14.04,247,167,0
21.59,13.39,242,183,0
22.56,12.80,235,198,0
23.54,12.26,226,211,0
24.52,11.77,216,222,0
25.50,11.31,204,232,0
26.48,10.89,190,239,0
27.46,10.49,175,245,0
28.44,10.12,158,250,0
29.43,9.78,141,253,1
30.41,9.46,123,254,2
31.40,9.16,105,255,4
32.39,8.88,88,255,8
33.38,8.62,72,255,13
34.37,8.37,57,255,20
35.36,8.13,44,255,29
36.35,7.91,33,255,39
37.34,7.70,23,255,51
38.33,7.50,16,255,65
39.32,7.31,10,255,80
40.31,7.13,5,255,97
41.30,6.95,2,254,114
42.30,6.79,1,253,132
43.29,6.63,0,251,150
44.28,6.48,0,247,167
45.28,6.34,0,242,183
46.27,6.20,0,235,198
47.27,6.07,0,226,211
48.26,5.95,0,216,222
49.25,5.83,0,204,232
50.25,5.71,0,190,239
51.24,5.60,0,175,245
52.24,5.49,0,158,250
53.24,5.39,1,141,253
54.23,5.29,2,123,254
55.23,5.19,4,105,255
56.22,5.10,8,88,255
57.22,5.01,11,72,255
58.22,4.93,16,57,255
59.21,4.84,20,44,255
60.21,4.76,25,33,255
61.20,4.69,30,23,255
62.20,4.61,35,16,255
63.20,4.54,255,255,255
6.00,90.00,255,255,255
6.08,80.54,255,182,182
6.32,71.57,255,167,167
6.71,63.43,255,152,152
7.21,56.31,255,136,136
7.81,50.19,255,120,119
8.49,45.00,255,105,103
9.22,40.60,255,91,86
10.00,36.87,255,79,71
10.82,33.69,255,70,56
11.66,30.96,255,64,43
12.53,28.61,255,61,32
13.42,26.57,255,62,23
14.32,24.78,255,67,15
15.23,23.20,255,75,9
16.16,21.80,255,86,5
17.09,20.56,255,100,2
18.03,19.44,254,116,1
18.97,18.43,253,133,0
19.92,17.53,250,151,0
20.88,16.70,247,168,0
21.84,15.95,241,184,0
22.80,15.26,234,199,0
23.77,14.62,226,212,0
24.74,14.04,216,223,0
25.71,13.50,203,232,0
26.68,12.99,190,240,0
27.66,12.53,174,246,0
28.64,12.09,157,250,0
29.61,11.69,140,253,1
30.59,11.31,122,254,2
31.58,10.95,104,255,5
32.56,10.62,87,255,8
33.54,10.30,71,255,14
34.53,10.01,56,255,21
35.51,9.73,43,255,29
36.50,9.46,32,255,39
37.48,9.21,23,255,52
38.47,8.97,15,255,65
39.46,8.75,9,255,81
40.45,8.53,5,255,98
41.44,8.33,2,254,115
42.43,8.13,1,253,133
43.42,7.94,0,250,151
44.41,7.77,0,247,168
45.40,7.59,0,241,184
46.39,7.43,0,234,199
47.38,7.28,0,226,212
48.37,7.13,0,216,223
49.37,6.98,0,203,232
50.36,6.84,0,190,240
51.35,6.71,0,174,246
52.35,6.58,0,157,250
53.34,6.46,1,140,253
54.33,6.34,2,122,254
55.33,6.23,5,104,255
56.32,6.12,8,87,255
57.31,6.01,12,71,255
58.31,5.91,16,56,255
59.30,5.81,21,43,255
60.30,5.71,25,32,255
61.29,5.62,30,23,255
62.29,5.53,35,15,255
63.29,5.44,255,255,255
7.00,90.00,255,255,255
7.07,81.87,255,180,180
7.28,74.05,255,166,166
7.62,66.80,255,151,151
8.06,60.26,255,135,135
8.60,54.46,255,119,118
9.22,49.40,255,104,102
9.90,45.00,255,90,85
10.63,41.19,255,78,70
11.40,37.87,255,69,55
12.21,34.99,255,63,43
13.04,32.47,255,61,32
13.89,30.26,255,62,22
14.76,28.30,255,67,15
15.65,26.57,255,75,9
16.55,25.02,255,87,5
17.46,23.63,255,101,2
18.38,22.38,254,117,1
19.31,21.25,253,134,0
20.25,20.22,250,152,0
21.19,19.29,246,169,0
22.14,18.43,241,185,0
23.09,17.65,234,200,0
24.04,16.93,225,212,0
25.00,16.26,215,223,0
25.96,15.64,203,233,0
26.93,15.07,189,240,0
27.89,14.53,173,246,0
28.86,14.04,156,250,0
29.83,13.57,139,253,1
30.81,13.13,121,254,2
31.78,12.72,103,255,5
32.76,12.34,86,255,9
33.73,11.98,70,255,14
34.71,11.63,55,255,21
35.69,11.31,43,255,30
36.67,11.00,32,255,40
37.66,10.71,22,255,52
38.64,10.44,15,255,66
